destination,lead_time_days,nights,guests,channel,rate_usd,is_cancelled
Aruba,56,6,1,expedia,322.16,0
Nassau,19,5,2,booking,302.76,0
Aruba,96,2,2,booking,367.39,0
Aruba,132,5,2,booking,300.35,0
Nassau,74,7,2,booking,400.07,1
San Juan,88,2,1,booking,252.67,1
Grand Cayman,27,4,4,direct,368.45,0
Montego Bay,71,6,1,direct,197.99,0
San Juan,48,7,3,expedia,241.68,0
Castries,21,6,1,direct,245.83,0
Montego Bay,69,7,2,agent,256.73,0
Negril,84,1,1,booking,241.19,1
San Juan,161,4,1,expedia,219.8,0
San Juan,89,7,1,booking,247.19,0
Montego Bay,29,7,1,booking,206.62,1
Aruba,58,1,3,booking,428.57,1
Grand Cayman,41,1,1,agent,365.96,0
Grand Cayman,10,5,3,expedia,415.82,0
Montego Bay,51,7,1,direct,237.53,0
Providenciales,25,5,2,direct,357.61,0
Aruba,15,5,1,booking,280.26,0
Grand Cayman,12,7,2,expedia,328.44,0
Negril,199,5,1,booking,229.73,0
Castries,36,8,1,booking,256.71,0
Castries,80,5,2,booking,264.87,1
Nassau,63,7,3,expedia,350.99,0
Punta Cana,11,7,2,agent,113.18,0
Negril,15,6,3,expedia,230.77,0
Montego Bay,30,5,3,expedia,219.24,0
Montego Bay,26,7,1,agent,220.25,0
Montego Bay,54,5,2,booking,212.76,1
San Juan,29,9,2,direct,203.46,1
Nassau,61,5,1,direct,355.08,1
Negril,76,1,3,booking,151.56,0
Nassau,32,3,2,booking,252.51,0
Punta Cana,27,2,4,booking,174.68,0
Providenciales,51,5,1,booking,386.08,1
San Juan,28,7,2,booking,234.48,0
Nassau,119,3,2,expedia,292.03,1
Punta Cana,77,4,1,booking,261.7,0
Providenciales,83,7,3,booking,324.04,1
Negril,61,4,2,expedia,228.11,0
Punta Cana,2,7,1,expedia,150.23,0
Castries,34,7,1,booking,277.07,1
Punta Cana,47,5,3,booking,131.55,0
Nassau,77,1,2,expedia,252.61,0
Negril,43,2,2,booking,199.85,0
San Juan,22,4,2,agent,230.24,0
Grand Cayman,13,5,3,direct,366.25,0
Castries,43,2,1,agent,228.07,0
Bridgetown,149,4,1,direct,217.5,1
San Juan,47,6,1,expedia,231.08,0
San Juan,148,3,2,expedia,267.6,0
Negril,77,5,2,booking,107.57,0
Aruba,3,4,2,booking,387.17,0
Aruba,49,5,2,agent,328.19,0
Castries,66,4,2,agent,211.08,0
Grand Cayman,34,7,2,booking,322.14,0
Bridgetown,1,2,2,agent,255.19,1
Aruba,18,5,2,direct,372.9,0
Bridgetown,11,8,1,expedia,191.23,1
Castries,18,5,1,booking,237.05,0
Bridgetown,116,7,2,expedia,326.49,1
Providenciales,62,2,3,booking,324.35,0
Castries,32,6,1,booking,214.34,0
Bridgetown,30,4,4,expedia,270.84,0
Punta Cana,113,7,4,booking,217.23,0
Providenciales,29,1,1,booking,354.84,0
Providenciales,25,3,1,expedia,361.09,0
Grand Cayman,50,3,2,direct,351.82,1
Bridgetown,72,3,2,booking,296.14,1
Providenciales,19,8,2,direct,299.46,0
Castries,20,6,2,booking,245.83,1
Negril,21,9,2,booking,196.45,0
Nassau,127,3,1,expedia,321.91,1
Nassau,58,3,3,booking,390.74,0
Providenciales,88,2,2,booking,385.52,1
Castries,37,5,1,expedia,190.81,0
Grand Cayman,28,7,2,booking,309.09,1
Negril,43,1,2,booking,201.06,0
Bridgetown,40,5,3,direct,241.06,0
Bridgetown,49,3,2,direct,273.17,0
Punta Cana,98,3,1,direct,161.72,0
Negril,154,7,1,expedia,189.32,1
San Juan,66,7,2,expedia,198.16,0
Montego Bay,56,7,3,booking,231.85,1
Aruba,116,6,3,direct,316.2,0
Castries,69,4,1,expedia,236.35,1
Montego Bay,50,6,4,booking,256.16,0
Montego Bay,44,5,1,direct,284.83,1
Bridgetown,105,6,3,agent,290.41,0
Nassau,70,3,2,direct,344.78,0
Nassau,145,3,1,booking,270.42,1
Punta Cana,14,3,2,booking,215.48,0
Montego Bay,111,6,2,direct,184.52,0
Punta Cana,65,5,2,expedia,117.13,0
Punta Cana,92,3,1,booking,215.01,1
San Juan,22,8,2,booking,270.78,0
Montego Bay,43,1,2,direct,175.68,0
Grand Cayman,17,6,2,expedia,274.1,0
Providenciales,160,2,3,booking,346.8,0
Montego Bay,269,3,2,expedia,266.41,0
Montego Bay,145,6,1,booking,246.52,1
Grand Cayman,35,3,2,booking,328.28,0
Negril,19,4,2,booking,169.26,0
Nassau,109,4,2,agent,269.82,0
Montego Bay,14,8,2,booking,237.54,0
Grand Cayman,67,4,2,direct,427.85,0
Montego Bay,73,2,3,booking,167.92,0
Negril,29,5,3,booking,171.66,1
San Juan,139,4,1,expedia,210.6,0
Nassau,24,5,1,agent,348.69,0
Aruba,24,6,2,agent,319.67,0
Castries,21,5,1,booking,267.87,1
Castries,72,7,1,direct,236.49,0
Grand Cayman,94,4,4,agent,408.45,0
Punta Cana,48,4,4,booking,130.65,0
Negril,52,3,2,agent,250.43,1
Grand Cayman,48,6,2,expedia,349.08,0
Negril,12,3,1,booking,139.99,0
Grand Cayman,28,1,1,direct,387.24,0
Castries,89,6,1,expedia,260.26,0
Grand Cayman,61,7,3,booking,379.55,0
Castries,54,2,1,booking,232.82,0
Aruba,100,4,1,agent,403.8,0
Aruba,26,2,2,direct,348.58,0
Negril,54,2,2,direct,150.04,0
San Juan,60,3,2,direct,254.23,0
Nassau,84,3,3,expedia,288.92,0
Punta Cana,50,5,1,booking,281.46,1
Providenciales,36,6,2,booking,369.72,0
Grand Cayman,66,4,1,agent,392.53,1
Bridgetown,23,3,2,direct,327.61,0
Aruba,167,5,4,booking,345.33,0
Bridgetown,62,5,1,direct,318.89,0
Punta Cana,33,2,2,booking,238.45,0
Grand Cayman,42,5,4,direct,316.3,0
San Juan,177,6,3,booking,201.17,1
Punta Cana,40,4,1,agent,219.59,0
Castries,30,4,2,booking,312.38,0
Negril,57,5,3,direct,206.55,0
San Juan,83,8,2,direct,231.08,0
Negril,38,4,2,direct,137.97,0
Montego Bay,34,4,1,direct,222.5,0
Punta Cana,104,5,1,booking,80,1
Bridgetown,18,3,1,direct,225.25,0
San Juan,26,3,2,booking,294.48,1
San Juan,231,10,1,direct,207.81,0
Grand Cayman,138,3,1,booking,354.62,1
Bridgetown,82,3,1,booking,189.08,0
Negril,47,5,2,booking,248.46,0
Nassau,22,3,3,booking,319.32,0
Grand Cayman,228,1,2,booking,367.24,1
Aruba,98,3,4,booking,263.64,1
Montego Bay,37,7,2,expedia,248.23,0
Castries,84,4,2,expedia,267.7,1
Grand Cayman,18,5,2,booking,353.67,0
Montego Bay,56,3,2,expedia,211.35,0
Grand Cayman,57,4,1,expedia,394.95,1
Negril,31,4,2,booking,284.7,0
Aruba,40,5,2,expedia,279.91,0
Montego Bay,41,6,1,agent,192.08,0
Montego Bay,27,6,1,booking,239.38,1
Providenciales,18,3,1,booking,327.35,1
Nassau,58,5,2,direct,358.54,0
Punta Cana,38,4,1,booking,239.86,1
Castries,28,5,2,booking,251.27,0
Punta Cana,91,6,2,expedia,80.24,0
Aruba,137,7,3,booking,280.69,1
Nassau,66,8,3,direct,325.96,0
Providenciales,15,4,3,booking,337.72,1
Negril,95,4,3,booking,206.09,1
Bridgetown,45,3,1,expedia,279.53,0
Providenciales,20,6,1,direct,330.51,0
Nassau,26,5,1,booking,326.24,0
Negril,34,6,3,direct,268.84,0
Grand Cayman,15,5,2,booking,402.98,0
Grand Cayman,32,4,1,booking,387.1,0
Castries,138,4,1,booking,240.79,0
Aruba,65,4,1,booking,293.05,1
Nassau,53,8,1,booking,304.49,0
Castries,106,5,1,booking,323.65,1
Nassau,9,3,2,direct,305.54,0
Grand Cayman,195,7,2,booking,335.86,0
Castries,39,2,3,direct,306.53,0
Providenciales,51,6,4,direct,350.04,0
Negril,50,5,2,direct,244.5,0
Bridgetown,88,2,2,booking,254.72,0
Punta Cana,18,3,3,booking,152.3,0
Aruba,29,4,2,expedia,300.54,1
Providenciales,38,7,1,booking,293.99,1
Providenciales,31,5,2,agent,336.44,0
Negril,84,6,5,booking,140.57,1
Castries,69,6,1,direct,274.22,0
Grand Cayman,26,1,1,booking,364.07,1
Montego Bay,63,5,2,direct,279.78,0
Grand Cayman,66,4,1,booking,415.68,0
San Juan,47,4,2,expedia,224.13,0
Aruba,6,4,1,direct,329.58,0
San Juan,45,5,2,agent,150.69,0
Negril,77,4,2,booking,179.0,0
Montego Bay,111,2,1,booking,175.65,0
San Juan,41,3,1,direct,272.46,0
Negril,79,4,1,booking,162.98,0
Castries,110,4,1,expedia,264.85,0
Montego Bay,5,2,1,booking,243.74,0
Grand Cayman,24,7,2,booking,352.2,0
Punta Cana,46,7,2,direct,131.02,0
Bridgetown,5,4,1,expedia,278.52,1
Grand Cayman,36,5,1,direct,426.77,0
Negril,31,3,2,expedia,205.14,0
Grand Cayman,24,5,1,expedia,393.84,0
Nassau,61,5,2,booking,283.29,0
Providenciales,55,8,2,expedia,379.42,1
Negril,37,1,1,booking,124.81,1
Bridgetown,57,6,3,booking,256.18,0
Punta Cana,51,5,2,booking,194.44,0
San Juan,11,1,3,expedia,168.03,0
Nassau,13,4,2,booking,312.46,0
Castries,8,5,2,direct,305.53,0
Providenciales,172,5,2,booking,426.84,0
Negril,48,5,1,expedia,221.74,0
Aruba,102,3,1,direct,209.84,0
Nassau,4,5,2,direct,196.47,0
Bridgetown,87,10,1,direct,230.42,1
Aruba,10,4,1,expedia,276.43,0
Nassau,24,8,3,agent,261.88,0
San Juan,15,4,4,expedia,155.97,0
Punta Cana,51,3,1,direct,267.01,1
Punta Cana,80,3,2,expedia,182.3,0
San Juan,27,1,4,booking,208.04,0
Aruba,93,7,3,booking,297.12,0
Negril,20,4,4,agent,231.05,0
Bridgetown,137,5,1,booking,267.19,0
Punta Cana,41,3,4,booking,164.07,0
Castries,15,3,1,booking,282.82,0
Aruba,65,3,1,booking,323.9,0
Providenciales,47,5,1,direct,406.1,0
Providenciales,18,5,3,booking,357.57,0
Grand Cayman,54,6,3,expedia,352.45,0
Nassau,7,9,2,booking,337.88,1
Punta Cana,106,5,2,expedia,174.49,0
Nassau,67,4,3,booking,376.05,1
Bridgetown,21,6,1,direct,257.01,0
Grand Cayman,32,7,3,booking,370.74,0
Castries,68,4,4,direct,280.46,0
Aruba,67,3,1,direct,372.07,0
Providenciales,40,5,2,booking,386.29,0
Grand Cayman,24,3,1,direct,392.82,0
Negril,163,6,2,agent,200.76,0
Castries,46,3,2,direct,250.54,0
Grand Cayman,129,4,1,booking,388.26,0
Montego Bay,56,3,2,booking,178.79,0
Grand Cayman,25,4,1,direct,431.95,0
Montego Bay,15,1,2,booking,268.65,0
Aruba,19,8,2,direct,338.4,0
San Juan,36,5,2,expedia,216.89,0
Providenciales,21,3,2,booking,345.72,1
Grand Cayman,68,3,2,booking,446.96,0
Aruba,19,5,1,booking,331.42,0
Bridgetown,57,2,1,booking,262.76,0
Grand Cayman,36,7,1,direct,342.93,0
Punta Cana,82,2,3,expedia,190.28,0
Punta Cana,59,3,2,expedia,212.5,0
Negril,138,2,2,booking,163.63,1
Punta Cana,10,4,2,agent,188.78,0
Aruba,1,6,1,booking,332.63,0
San Juan,100,7,2,booking,274.93,1
San Juan,104,1,1,direct,198.44,1
Castries,155,4,1,booking,208.3,0
Castries,42,8,2,expedia,225.85,0
San Juan,18,4,2,agent,217.79,1
Montego Bay,27,6,1,booking,207.81,0
Bridgetown,39,5,3,expedia,228.02,0
Aruba,78,6,2,expedia,337.42,1
Montego Bay,47,5,1,agent,150.82,0
Montego Bay,88,1,3,direct,218.98,0
Negril,46,4,2,direct,221.73,0
Providenciales,51,5,2,booking,272.62,0
Castries,58,3,1,expedia,217.59,1
Providenciales,55,5,1,booking,331.31,0
Punta Cana,94,6,2,booking,249.2,0
Grand Cayman,112,7,3,booking,334.14,0
Grand Cayman,51,3,1,booking,364.92,0
San Juan,111,5,1,agent,247.4,0
Aruba,22,4,4,booking,355.96,0
Montego Bay,25,3,3,expedia,247.78,0
Negril,47,7,2,direct,185.51,0
Negril,74,2,1,booking,213.13,0
Grand Cayman,120,5,2,direct,407.84,0
Bridgetown,70,4,2,booking,230.29,0
Montego Bay,29,3,1,direct,196.85,0
Montego Bay,44,5,1,booking,218.87,0
Providenciales,43,6,1,agent,319.14,0
Castries,70,6,2,agent,263.13,0
Bridgetown,13,4,1,expedia,294.11,0
Aruba,49,3,1,direct,333.79,0
Grand Cayman,51,5,1,direct,351.83,0
Bridgetown,73,7,3,booking,333.42,0
Negril,42,4,2,direct,180.57,0
Castries,35,4,3,direct,245.17,0
Castries,32,5,1,agent,265.23,0
San Juan,41,3,1,expedia,231.44,0
Aruba,90,5,2,direct,292.29,0
Aruba,38,3,2,direct,382.26,0
Montego Bay,37,3,2,expedia,253.17,0
Castries,45,3,1,direct,207.5,0
Negril,66,5,1,agent,241.1,1
Punta Cana,54,8,1,booking,158.44,0
San Juan,12,5,4,booking,209.29,0
Providenciales,24,7,2,booking,325.99,0
Castries,32,1,2,direct,228.63,0
Punta Cana,103,1,1,direct,149.73,0
Nassau,87,9,3,agent,263.74,0
Nassau,62,4,4,direct,294.21,1
Montego Bay,54,1,2,expedia,213.08,0
Bridgetown,38,7,2,expedia,313.96,0
Punta Cana,121,3,1,booking,174.12,0
Providenciales,82,5,1,expedia,400.72,0
San Juan,35,3,1,booking,260.24,0
Grand Cayman,53,3,2,booking,365.95,0
Negril,25,7,1,booking,190.68,1
Providenciales,64,5,1,direct,401.65,0
Aruba,24,7,1,booking,273.83,0
Punta Cana,45,1,2,expedia,212.08,0
Bridgetown,58,2,1,expedia,239.51,1
Aruba,4,6,5,direct,240.11,0
Aruba,61,2,2,booking,265.55,1
Nassau,4,5,1,booking,238.11,0
Punta Cana,28,4,2,booking,228.56,0
Aruba,121,4,1,agent,377.08,1
Grand Cayman,10,7,1,direct,452.03,0
Bridgetown,42,4,1,direct,299.33,0
Bridgetown,163,6,2,direct,268.34,0
Providenciales,36,6,2,agent,323.59,0
Punta Cana,62,6,4,agent,155.96,0
Castries,117,3,1,direct,261.46,0
Providenciales,56,1,1,agent,355.42,0
Punta Cana,43,4,1,booking,196.94,0
San Juan,58,4,1,expedia,263.85,0
Bridgetown,49,2,1,direct,247.67,0
Aruba,36,4,2,booking,267.61,0
Aruba,140,3,1,direct,405.0,0
Punta Cana,28,5,3,direct,138.55,0
Nassau,96,5,3,booking,254.62,0
San Juan,37,8,1,expedia,193.22,1
San Juan,47,2,2,agent,268.4,1
Aruba,17,3,2,direct,313.55,0
Punta Cana,29,2,1,expedia,192.4,1
Grand Cayman,39,5,1,expedia,380.62,0
Negril,8,5,2,direct,169.59,0
Punta Cana,12,5,2,agent,226.37,0
Nassau,21,10,1,expedia,360.46,0
Bridgetown,45,1,1,booking,238.01,0
Grand Cayman,11,6,1,direct,406.62,0
Bridgetown,31,5,4,expedia,213.8,1
Nassau,57,1,1,expedia,259.88,0
Montego Bay,26,5,2,direct,270.97,0
San Juan,30,1,1,direct,278.44,0
Nassau,127,3,2,booking,232.45,1
Negril,18,6,1,direct,179.83,0
Grand Cayman,41,2,1,agent,339.43,0
Grand Cayman,94,5,2,direct,439.93,0
Grand Cayman,44,4,1,direct,405.25,0
Providenciales,113,6,1,booking,345.56,1
Aruba,24,3,1,booking,306.95,0
Castries,56,4,2,booking,190.0,0
Bridgetown,40,6,1,booking,219.9,0
Punta Cana,100,2,1,booking,199.55,1
Nassau,77,7,3,expedia,267.62,1
Aruba,33,2,1,booking,346.81,1
Aruba,55,5,4,booking,338.42,0
Nassau,61,5,3,booking,348.72,0
Grand Cayman,106,6,1,agent,425.47,1
Providenciales,19,5,1,direct,328.19,0
Negril,19,2,2,direct,170.39,0
Nassau,220,4,1,agent,331.54,1
Punta Cana,24,8,3,agent,201.53,0
Punta Cana,11,8,2,direct,138.9,0
Aruba,72,2,2,booking,342.31,0
Negril,48,2,1,direct,200.62,0
Castries,53,2,1,expedia,319.68,1
Aruba,60,5,2,booking,331.7,0
Negril,116,5,2,agent,208.88,0
Providenciales,49,4,1,expedia,337.31,0
Bridgetown,22,5,1,booking,311.73,1
Punta Cana,55,7,2,booking,244.15,0
Providenciales,19,4,3,booking,402.42,1
Aruba,47,3,2,booking,376.19,0
Nassau,31,1,4,agent,338.1,0
San Juan,20,5,1,expedia,260.66,0
Bridgetown,31,5,2,expedia,307.82,1
San Juan,45,10,2,agent,332.05,0
Castries,32,3,2,direct,304.42,0
Castries,15,4,3,direct,218.33,0
Grand Cayman,28,8,2,agent,376.98,0
Punta Cana,20,4,2,booking,182.19,0
Aruba,172,6,2,booking,431.94,0
Grand Cayman,60,7,3,direct,389.53,1
Punta Cana,95,5,2,agent,152.85,0
Punta Cana,7,6,1,booking,179.86,0
Negril,79,1,3,expedia,193.66,0
San Juan,120,9,1,agent,224.79,0
Aruba,101,3,4,agent,305.21,0
Aruba,25,7,1,expedia,322.51,1
Negril,10,7,3,booking,195.31,1
San Juan,82,2,4,expedia,203.14,0
Castries,127,2,2,booking,319.74,0
Providenciales,70,5,4,agent,322.6,0
Providenciales,37,5,3,booking,346.02,0
Aruba,28,1,1,direct,298.44,0
Montego Bay,80,4,1,booking,303.8,1
Grand Cayman,7,6,2,booking,379.1,0
Castries,23,3,1,booking,216.56,0
Punta Cana,40,4,2,booking,334.3,0
Grand Cayman,50,4,1,agent,386.04,0
San Juan,100,4,2,booking,258.09,0
Aruba,71,5,3,direct,275.69,0
Grand Cayman,25,4,2,booking,370.11,0
Punta Cana,73,2,1,booking,153.46,0
Negril,38,3,2,booking,209.48,0
Nassau,28,3,1,booking,281.97,0
Aruba,20,6,4,booking,297.09,0
Nassau,20,4,3,direct,245.66,0
Bridgetown,129,3,1,booking,240.07,1
Nassau,39,4,1,expedia,340.41,0
Aruba,23,4,1,agent,346.4,0
Providenciales,59,6,3,direct,375.01,0
Castries,25,7,2,expedia,186.36,1
Providenciales,134,1,2,agent,384.64,0
Aruba,35,6,4,booking,375.07,0
Grand Cayman,18,2,1,expedia,363.1,1
Montego Bay,80,6,1,booking,269.88,1
Montego Bay,31,5,2,agent,158.73,0
Aruba,23,6,2,booking,365.97,0
Providenciales,29,5,2,booking,334.29,0
Grand Cayman,25,7,1,expedia,375.74,0
Aruba,32,1,3,direct,355.68,0
Negril,26,3,1,direct,211.6,0
San Juan,130,2,3,expedia,252.54,0
Negril,47,2,3,expedia,156.79,1
Punta Cana,27,5,3,expedia,188.36,0
Grand Cayman,12,4,1,booking,320.21,0
Providenciales,53,4,2,booking,291.75,0
Nassau,14,6,3,booking,300.2,1
Grand Cayman,58,7,1,direct,399.0,0
Grand Cayman,17,5,2,direct,312.95,0
Providenciales,63,6,1,booking,366.68,0
Providenciales,18,4,1,expedia,305.29,0
Punta Cana,15,3,3,booking,175.72,0
San Juan,96,6,1,expedia,190.46,0
Punta Cana,53,4,1,agent,154.18,0
Bridgetown,135,3,1,agent,279.91,1
Providenciales,43,1,2,expedia,307.72,0
Aruba,46,6,1,direct,340.59,0
Castries,16,3,1,expedia,265.37,0
Castries,38,6,1,booking,339.82,0
Punta Cana,31,3,1,direct,247.22,0
Negril,22,3,1,direct,171.18,0
Negril,90,6,1,booking,303.63,1
Grand Cayman,9,8,1,expedia,394.4,1
Bridgetown,27,7,3,booking,293.77,0
Castries,98,5,3,direct,321.82,0
Punta Cana,75,5,2,booking,176.89,0
Nassau,33,3,2,agent,335.29,0
Montego Bay,87,4,1,direct,213.99,0
Nassau,31,1,3,agent,235.16,0
Negril,74,3,2,expedia,101.02,1
Negril,141,4,2,booking,230.16,1
Providenciales,53,4,2,booking,397.52,0
Providenciales,71,1,2,booking,418.63,0
Montego Bay,41,3,1,booking,273.07,0
Aruba,14,1,2,booking,322.61,0
San Juan,22,7,2,expedia,257.86,0
Grand Cayman,56,3,2,booking,478.69,0
Aruba,30,7,4,direct,333.37,0
Castries,10,4,2,booking,318.68,1
Castries,44,6,1,agent,223.49,0
Montego Bay,194,6,2,direct,185.71,0
Punta Cana,82,3,1,direct,258.41,0
Bridgetown,119,4,1,expedia,261.09,0
Providenciales,14,5,2,agent,443.55,0
Montego Bay,57,2,3,booking,176.06,1
Nassau,41,5,2,booking,279.97,1
Castries,42,5,1,expedia,228.53,1
Montego Bay,12,6,1,booking,216.41,1
Grand Cayman,107,4,3,booking,323.16,1
Bridgetown,47,6,1,booking,336.91,0
Grand Cayman,75,7,2,booking,356.73,0
Bridgetown,87,2,2,expedia,219.8,0
Providenciales,71,4,1,booking,427.83,0
Aruba,202,4,3,booking,294.05,0
San Juan,12,5,1,booking,262.3,0
Castries,224,6,2,booking,255.67,0
Negril,30,1,2,booking,228.48,1
Castries,88,1,1,booking,244.48,0
Aruba,19,10,1,direct,299.9,1
Punta Cana,23,3,3,booking,177.8,0
Bridgetown,41,4,1,booking,333.9,1
Providenciales,125,5,2,booking,303.79,0
Castries,57,1,3,expedia,239.79,0
Montego Bay,23,3,1,expedia,264.48,1
Montego Bay,14,5,2,direct,254.88,0
Nassau,13,7,1,booking,348.93,0
Bridgetown,32,6,1,direct,289.8,0
Grand Cayman,78,3,3,agent,380.51,0
San Juan,54,5,2,agent,267.0,0
Grand Cayman,5,2,1,booking,383.88,0
Montego Bay,48,1,3,expedia,181.81,0
Negril,31,4,2,direct,226.37,0
Castries,12,5,4,direct,210.44,0
Grand Cayman,46,6,2,booking,389.9,0
Montego Bay,25,7,2,expedia,234.67,0
Castries,51,4,3,expedia,310.31,0
Grand Cayman,20,6,4,expedia,365.27,0
Castries,88,7,1,direct,305.66,0
San Juan,18,5,1,booking,250.72,0
Nassau,159,1,1,expedia,386.8,0
Bridgetown,68,3,2,expedia,215.75,0
Negril,39,6,3,booking,119.82,0
Punta Cana,46,11,1,booking,175.69,0
Nassau,29,5,1,agent,233.8,0
Punta Cana,42,6,1,direct,156.78,0
Bridgetown,23,4,3,expedia,258.72,0
Providenciales,104,3,2,expedia,389.37,0
Bridgetown,36,4,1,direct,365.33,0
Providenciales,29,1,3,booking,358.74,1
Negril,13,5,1,expedia,171.11,0
Montego Bay,52,4,2,booking,220.76,0
Punta Cana,49,5,3,agent,136.87,0
Nassau,31,3,3,booking,310.23,0
San Juan,89,1,3,booking,242.72,0
Bridgetown,130,9,3,booking,346.36,0
Punta Cana,89,7,4,booking,191.11,0
Negril,26,4,2,direct,211.85,0
Negril,15,2,1,expedia,220.24,0
Montego Bay,2,2,3,expedia,171.41,0
Nassau,44,3,2,booking,351.43,0
Providenciales,84,4,2,direct,307.27,0
San Juan,9,4,1,booking,264.61,1
Castries,119,4,1,direct,233.68,1
Aruba,39,4,2,booking,319.17,0
Providenciales,31,5,2,direct,403.94,0
Bridgetown,41,7,1,booking,300.16,0
Bridgetown,28,7,3,booking,289.5,0
Grand Cayman,66,6,2,direct,366.69,0
Providenciales,281,3,3,booking,392.91,0
Bridgetown,29,6,2,agent,251.46,0
Montego Bay,171,4,3,expedia,233.59,0
Nassau,73,4,4,direct,282.77,0
San Juan,62,6,3,booking,246.32,0
San Juan,63,6,2,expedia,277.66,0
Punta Cana,17,1,1,expedia,225.22,0
Montego Bay,64,5,1,direct,288.26,0
Montego Bay,11,4,2,booking,211.2,0
Negril,83,4,1,booking,208.33,1
Punta Cana,67,3,1,direct,94.83,0
Castries,49,4,1,booking,212.31,0
San Juan,47,4,3,expedia,272.84,0
Punta Cana,110,6,1,booking,199.53,1
Grand Cayman,27,6,1,direct,408.13,0
Bridgetown,27,7,2,expedia,348.96,0
Punta Cana,92,8,2,expedia,228.62,1
Grand Cayman,83,8,3,agent,325.93,0
San Juan,34,7,1,booking,292.17,0
Aruba,60,8,4,direct,331.15,0
Grand Cayman,24,5,2,booking,475.8,1
Montego Bay,15,2,3,expedia,228.11,1
Aruba,47,6,1,expedia,300.45,0
Nassau,57,5,1,agent,265.05,0
Punta Cana,60,5,3,expedia,236.97,0
Nassau,88,5,1,booking,311.36,0
Bridgetown,18,4,3,direct,272.1,0
Bridgetown,65,5,2,booking,200.79,0
Grand Cayman,21,2,1,booking,342.98,0
Grand Cayman,12,8,4,direct,379.6,0
Providenciales,26,7,1,booking,296.65,0
Nassau,53,3,1,booking,277.01,0
Nassau,68,6,2,expedia,345.32,0
Castries,61,2,1,expedia,285.92,0
Montego Bay,65,6,1,direct,293.56,0
Punta Cana,204,3,3,booking,232.24,1
Grand Cayman,15,5,2,booking,344.02,0
Punta Cana,49,7,1,expedia,146.44,0
Providenciales,31,3,1,booking,409.28,0
Montego Bay,53,3,4,agent,198.62,0
Providenciales,67,5,1,agent,352.3,0
San Juan,39,6,3,expedia,264.41,0
Montego Bay,35,6,2,direct,272.36,0
San Juan,101,5,3,booking,183.5,0
San Juan,18,7,1,agent,225.47,0
Castries,7,1,2,booking,246.5,0
Bridgetown,42,5,2,direct,267.38,0
Providenciales,67,5,2,booking,397.49,1
Montego Bay,26,2,3,agent,259.55,0
San Juan,47,9,3,expedia,234.57,0
Negril,20,2,2,expedia,187.96,1
Montego Bay,20,4,2,direct,204.83,0
Aruba,12,6,4,booking,363.6,0
Providenciales,53,5,2,agent,354.33,1
Montego Bay,21,4,2,agent,256.14,0
Castries,41,8,1,booking,300.38,0
Grand Cayman,25,4,2,agent,421.35,0
Bridgetown,64,5,1,booking,304.66,0
Aruba,35,5,1,expedia,341.91,0
Grand Cayman,42,6,1,booking,390.26,0
Montego Bay,126,4,3,booking,254.03,0
Grand Cayman,19,6,3,expedia,382.16,1
Nassau,56,6,2,expedia,318.99,1
Aruba,33,6,1,booking,348.58,0
Aruba,48,5,2,expedia,356.59,0
Castries,62,6,2,direct,253.67,0
San Juan,23,2,2,booking,231.88,0
San Juan,94,4,2,direct,256.71,0
Punta Cana,102,5,1,expedia,119.33,1
Aruba,40,3,1,direct,329.51,0
Bridgetown,40,5,1,booking,288.05,1
Negril,27,2,2,direct,275.99,0
Negril,53,7,1,direct,206.12,0
Providenciales,26,2,2,booking,362.32,0
Castries,51,2,4,booking,212.02,1
Aruba,118,5,1,agent,299.67,1
Montego Bay,48,3,2,direct,232.5,1
Montego Bay,88,5,2,booking,232.3,0
Aruba,25,1,2,direct,304.54,0
Nassau,123,4,2,booking,309.79,0
Montego Bay,43,5,1,agent,285.91,0
Negril,104,3,2,booking,240.98,0
Castries,24,4,1,direct,276.16,0
Nassau,28,4,1,booking,234.75,1
Nassau,93,8,3,direct,337.64,0
Providenciales,38,6,2,direct,321.15,0
Aruba,51,6,1,expedia,278.95,0
Punta Cana,120,5,2,direct,157.94,0
Montego Bay,41,2,1,expedia,307.12,0
Aruba,55,6,2,booking,396.37,0
Grand Cayman,60,7,2,agent,440.01,0
Negril,107,8,1,booking,162.97,0
Aruba,54,8,2,direct,353.79,0
San Juan,104,6,3,expedia,185.46,0
Nassau,53,1,1,agent,257.56,0
Castries,157,4,2,direct,239.88,0
Montego Bay,21,1,1,booking,234.78,1
Nassau,36,4,1,agent,273.46,0
Punta Cana,74,3,1,booking,262.27,0
Negril,111,3,3,expedia,205.06,0
Providenciales,32,1,3,expedia,294.79,0
Aruba,6,2,3,expedia,316.45,0
Punta Cana,46,2,1,booking,179.37,0
San Juan,42,4,5,agent,223.76,0
Aruba,17,2,1,direct,313.63,0
Aruba,89,6,4,agent,315.08,0
Grand Cayman,81,2,3,agent,344.76,0
Negril,126,4,2,booking,212.59,1
Grand Cayman,49,3,1,agent,326.72,0
Castries,30,7,1,booking,290.49,0
Nassau,10,4,2,booking,241.76,0
Montego Bay,56,4,1,booking,175.14,0
Aruba,66,7,3,expedia,265.85,0
Bridgetown,116,3,1,booking,347.8,1
Nassau,52,4,3,expedia,290.04,0
Bridgetown,83,3,2,expedia,280.31,0
Punta Cana,76,3,4,booking,84.7,0
